strategy,service,rps,second,n_runs,mean_pods,stddev_pods
st5-AttUpd,productpage-v1,600,13,10,1.0000,0.0000
st5-AttUpd,productpage-v1,600,14,10,1.0000,0.0000
st5-AttUpd,productpage-v1,600,15,10,1.0000,0.0000
st5-AttUpd,productpage-v1,600,16,10,1.1000,0.3162
st5-AttUpd,productpage-v1,600,17,10,1.1000,0.3162
st5-AttUpd,productpage-v1,600,18,10,1.1000,0.3162
st5-AttUpd,productpage-v1,600,19,10,1.1000,0.3162
st5-AttUpd,productpage-v1,600,20,10,1.1000,0.3162
st5-AttUpd,productpage-v1,600,21,10,1.1000,0.3162
st5-AttUpd,productpage-v1,600,22,10,1.1000,0.3162
st5-AttUpd,productpage-v1,600,23,10,1.1000,0.3162
st5-AttUpd,productpage-v1,600,24,10,1.1000,0.3162
st5-AttUpd,productpage-v1,600,25,10,1.1000,0.3162
st5-AttUpd,productpage-v1,600,26,10,1.1000,0.3162
st5-AttUpd,productpage-v1,600,27,10,1.1000,0.3162
st5-AttUpd,productpage-v1,600,28,10,1.1000,0.3162
st5-AttUpd,productpage-v1,600,29,10,1.1000,0.3162
st5-AttUpd,productpage-v1,600,30,10,1.3000,0.4830
st5-AttUpd,productpage-v1,600,31,10,1.6000,0.8433
st5-AttUpd,productpage-v1,600,32,10,1.8000,0.7888
st5-AttUpd,productpage-v1,600,33,10,1.8000,0.7888
st5-AttUpd,productpage-v1,600,34,10,1.8000,0.7888
st5-AttUpd,productpage-v1,600,35,10,1.8000,0.7888
st5-AttUpd,productpage-v1,600,36,10,1.8000,0.7888
st5-AttUpd,productpage-v1,600,37,10,1.8000,0.7888
st5-AttUpd,productpage-v1,600,38,10,1.8000,0.7888
st5-AttUpd,productpage-v1,600,39,10,1.8000,0.7888
st5-AttUpd,productpage-v1,600,40,10,1.8000,0.7888
st5-AttUpd,productpage-v1,600,41,10,1.8000,0.7888
st5-AttUpd,productpage-v1,600,42,10,1.8000,0.7888
st5-AttUpd,productpage-v1,600,43,10,1.8000,0.7888
st5-AttUpd,productpage-v1,600,44,10,2.0000,0.6667
st5-AttUpd,productpage-v1,600,45,10,2.6000,0.5164
st5-AttUpd,productpage-v1,600,46,10,3.0000,0.0000
st5-AttUpd,productpage-v1,600,47,10,3.0000,0.0000
st5-AttUpd,productpage-v1,600,48,10,3.0000,0.0000
st5-AttUpd,productpage-v1,600,49,10,3.0000,0.0000
st5-AttUpd,productpage-v1,600,50,10,3.0000,0.0000
st5-AttUpd,productpage-v1,600,51,10,3.0000,0.0000
st5-AttUpd,productpage-v1,600,52,10,3.0000,0.0000
st5-AttUpd,productpage-v1,600,53,10,3.0000,0.0000
st5-AttUpd,productpage-v1,600,54,10,3.0000,0.0000
st5-AttUpd,productpage-v1,600,55,10,3.0000,0.0000
st5-AttUpd,productpage-v1,600,56,10,3.0000,0.0000
st5-AttUpd,productpage-v1,600,57,10,3.0000,0.0000
st5-AttUpd,productpage-v1,600,58,10,3.0000,0.0000
st5-AttUpd,productpage-v1,600,59,10,3.0000,0.0000
st5-AttUpd,productpage-v1,600,60,10,3.0000,0.0000
st5-AttUpd,productpage-v1,600,61,10,3.6000,0.9661
st5-AttUpd,productpage-v1,600,62,10,3.7000,0.9487
st5-AttUpd,productpage-v1,600,63,10,3.7000,0.9487
st5-AttUpd,productpage-v1,600,64,10,3.7000,0.9487
st5-AttUpd,productpage-v1,600,65,10,3.7000,0.9487
st5-AttUpd,productpage-v1,600,66,10,3.7000,0.9487
st5-AttUpd,productpage-v1,600,67,10,3.7000,0.9487
st5-AttUpd,productpage-v1,600,68,10,3.7000,0.9487
st5-AttUpd,productpage-v1,600,69,10,3.7000,0.9487
st5-AttUpd,productpage-v1,600,70,10,3.7000,0.9487
st5-AttUpd,productpage-v1,600,71,10,3.7000,0.9487
st5-AttUpd,productpage-v1,600,72,10,3.7000,0.9487
st5-AttUpd,productpage-v1,600,73,10,3.7000,0.9487
st5-AttUpd,productpage-v1,600,74,10,3.7000,0.9487
st5-AttUpd,productpage-v1,600,75,10,3.9000,0.9944
st5-AttUpd,productpage-v1,600,76,10,4.7000,1.5670
st5-AttUpd,productpage-v1,600,77,10,4.8000,1.6865
st5-AttUpd,productpage-v1,600,78,10,4.8000,1.6865
st5-AttUpd,productpage-v1,600,79,10,4.8000,1.6865
st5-AttUpd,productpage-v1,600,80,10,4.8000,1.6865
st5-AttUpd,productpage-v1,600,81,10,4.8000,1.6865
st5-AttUpd,productpage-v1,600,82,10,4.8000,1.6865
st5-AttUpd,productpage-v1,600,83,10,4.8000,1.6865
st5-AttUpd,productpage-v1,600,84,10,4.8000,1.6865
st5-AttUpd,productpage-v1,600,85,10,4.8000,1.6865
st5-AttUpd,productpage-v1,600,86,10,4.8000,1.6865
st5-AttUpd,productpage-v1,600,87,10,4.8000,1.6865
st5-AttUpd,productpage-v1,600,88,10,4.9000,1.5951
st5-AttUpd,productpage-v1,600,89,10,5.0000,1.5635
st5-AttUpd,productpage-v1,600,90,10,5.6000,1.2649
st5-AttUpd,productpage-v1,600,91,10,6.2000,1.3984
st5-AttUpd,productpage-v1,600,92,10,6.3000,1.3375
st5-AttUpd,productpage-v1,600,93,10,6.4000,1.2649
st5-AttUpd,productpage-v1,600,94,10,6.4000,1.2649
st5-AttUpd,productpage-v1,600,95,10,6.4000,1.2649
st5-AttUpd,productpage-v1,600,96,10,6.4000,1.2649
st5-AttUpd,productpage-v1,600,97,10,6.4000,1.2649
st5-AttUpd,productpage-v1,600,98,10,6.4000,1.2649
st5-AttUpd,productpage-v1,600,99,10,6.4000,1.2649
st5-AttUpd,productpage-v1,600,100,10,6.4000,1.2649
st5-AttUpd,productpage-v1,600,101,10,6.4000,1.2649
st5-AttUpd,productpage-v1,600,102,10,6.4000,1.2649
st5-AttUpd,productpage-v1,600,103,10,6.5000,1.1785
st5-AttUpd,productpage-v1,600,104,10,6.7000,1.0593
st5-AttUpd,productpage-v1,600,105,10,7.0000,0.8165
st5-AttUpd,productpage-v1,600,106,10,7.6000,1.1738
st5-AttUpd,productpage-v1,600,107,10,8.0000,1.3333
st5-AttUpd,productpage-v1,600,108,10,8.0000,1.3333
st5-AttUpd,productpage-v1,600,109,10,8.0000,1.3333
st5-AttUpd,productpage-v1,600,110,10,8.0000,1.3333
st5-AttUpd,productpage-v1,600,111,10,8.0000,1.3333
st5-AttUpd,productpage-v1,600,112,10,8.0000,1.3333
st5-AttUpd,productpage-v1,600,113,10,8.0000,1.3333
st5-AttUpd,productpage-v1,600,114,10,8.0000,1.3333
st5-AttUpd,productpage-v1,600,115,10,8.0000,1.3333
st5-AttUpd,productpage-v1,600,116,10,8.0000,1.3333
st5-AttUpd,productpage-v1,600,117,10,8.0000,1.3333
st5-AttUpd,productpage-v1,600,118,10,8.0000,1.3333
st5-AttUpd,productpage-v1,600,119,10,8.1000,1.3703
st5-AttUpd,ratings-v1,600,0,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,1,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,2,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,3,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,4,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,5,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,6,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,7,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,8,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,9,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,10,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,11,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,12,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,13,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,14,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,15,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,16,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,17,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,18,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,19,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,20,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,21,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,22,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,23,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,24,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,25,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,26,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,27,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,28,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,29,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,30,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,31,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,32,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,33,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,34,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,35,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,36,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,37,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,38,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,39,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,40,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,41,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,42,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,43,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,44,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,45,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,46,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,47,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,48,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,49,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,50,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,51,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,52,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,53,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,54,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,55,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,56,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,57,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,58,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,59,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,60,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,61,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,62,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,63,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,64,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,65,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,66,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,67,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,68,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,69,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,70,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,71,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,72,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,73,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,74,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,75,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,76,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,77,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,78,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,79,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,80,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,81,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,82,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,83,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,84,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,85,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,86,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,87,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,88,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,89,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,90,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,91,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,92,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,93,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,94,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,95,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,96,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,97,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,98,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,99,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,100,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,101,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,102,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,103,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,104,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,105,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,106,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,107,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,108,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,109,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,110,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,111,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,112,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,113,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,114,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,115,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,116,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,117,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,118,10,1.0000,0.0000
st5-AttUpd,ratings-v1,600,119,10,1.0000,0.0000
st5-AttUpd,reviews-v1,600,0,10,1.0000,0.0000
st5-AttUpd,reviews-v1,600,1,10,1.0000,0.0000
st5-AttUpd,reviews-v1,600,2,10,1.0000,0.0000
st5-AttUpd,reviews-v1,600,3,10,1.0000,0.0000
st5-AttUpd,reviews-v1,600,4,10,1.0000,0.0000
st5-AttUpd,reviews-v1,600,5,10,1.0000,0.0000
st5-AttUpd,reviews-v1,600,6,10,1.0000,0.0000
st5-AttUpd,reviews-v1,600,7,10,1.0000,0.0000
st5-AttUpd,reviews-v1,600,8,10,1.0000,0.0000
st5-AttUpd,reviews-v1,600,9,10,1.0000,0.0000
st5-AttUpd,reviews-v1,600,10,10,1.0000,0.0000
st5-AttUpd,reviews-v1,600,11,10,1.0000,0.0000
st5-AttUpd,reviews-v1,600,12,10,1.0000,0.0000
st5-AttUpd,reviews-v1,600,13,10,1.0000,0.0000
st5-AttUpd,reviews-v1,600,14,10,1.0000,0.0000
st5-AttUpd,reviews-v1,600,15,10,1.0000,0.0000
st5-AttUpd,reviews-v1,600,16,10,1.2000,0.4216
st5-AttUpd,reviews-v1,600,17,10,1.2000,0.4216
st5-AttUpd,reviews-v1,600,18,10,1.2000,0.4216
st5-AttUpd,reviews-v1,600,19,10,1.2000,0.4216
st5-AttUpd,reviews-v1,600,20,10,1.2000,0.4216
st5-AttUpd,reviews-v1,600,21,10,1.2000,0.4216
st5-AttUpd,reviews-v1,600,22,10,1.2000,0.4216
st5-AttUpd,reviews-v1,600,23,10,1.2000,0.4216
st5-AttUpd,reviews-v1,600,24,10,1.2000,0.4216
st5-AttUpd,reviews-v1,600,25,10,1.2000,0.4216
st5-AttUpd,reviews-v1,600,26,10,1.2000,0.4216
st5-AttUpd,reviews-v1,600,27,10,1.2000,0.4216
st5-AttUpd,reviews-v1,600,28,10,1.2000,0.4216
st5-AttUpd,reviews-v1,600,29,10,1.3000,0.4830
st5-AttUpd,reviews-v1,600,30,10,1.5000,0.5270
st5-AttUpd,reviews-v1,600,31,10,1.8000,0.4216
st5-AttUpd,reviews-v1,600,32,10,1.8000,0.4216
st5-AttUpd,reviews-v1,600,33,10,1.8000,0.4216
st5-AttUpd,reviews-v1,600,34,10,1.8000,0.4216
st5-AttUpd,reviews-v1,600,35,10,1.8000,0.4216
st5-AttUpd,reviews-v1,600,36,10,1.8000,0.4216
st5-AttUpd,reviews-v1,600,37,10,1.8000,0.4216
st5-AttUpd,reviews-v1,600,38,10,1.8000,0.4216
st5-AttUpd,reviews-v1,600,39,10,1.8000,0.4216
st5-AttUpd,reviews-v1,600,40,10,1.8000,0.4216
st5-AttUpd,reviews-v1,600,41,10,1.8000,0.4216
st5-AttUpd,reviews-v1,600,42,10,1.8000,0.4216
st5-AttUpd,reviews-v1,600,43,10,1.8000,0.4216
st5-AttUpd,reviews-v1,600,44,10,1.8000,0.4216
st5-AttUpd,reviews-v1,600,45,10,1.8000,0.4216
st5-AttUpd,reviews-v1,600,46,10,1.9000,0.3162
st5-AttUpd,reviews-v1,600,47,10,1.9000,0.3162
st5-AttUpd,reviews-v1,600,48,10,1.9000,0.3162
st5-AttUpd,reviews-v1,600,49,10,1.9000,0.3162
st5-AttUpd,reviews-v1,600,50,10,1.9000,0.3162
st5-AttUpd,reviews-v1,600,51,10,1.9000,0.3162
st5-AttUpd,reviews-v1,600,52,10,1.9000,0.3162
st5-AttUpd,reviews-v1,600,53,10,1.9000,0.3162
st5-AttUpd,reviews-v1,600,54,10,1.9000,0.3162
st5-AttUpd,reviews-v1,600,55,10,1.9000,0.3162
st5-AttUpd,reviews-v1,600,56,10,1.9000,0.3162
st5-AttUpd,reviews-v1,600,57,10,1.9000,0.3162
st5-AttUpd,reviews-v1,600,58,10,1.9000,0.3162
st5-AttUpd,reviews-v1,600,59,10,1.9000,0.3162
st5-AttUpd,reviews-v1,600,60,10,1.9000,0.3162
st5-AttUpd,reviews-v1,600,61,10,1.9000,0.3162
st5-AttUpd,reviews-v1,600,62,10,1.9000,0.3162
st5-AttUpd,reviews-v1,600,63,10,1.9000,0.3162
st5-AttUpd,reviews-v1,600,64,10,1.9000,0.3162
st5-AttUpd,reviews-v1,600,65,10,1.9000,0.3162
st5-AttUpd,reviews-v1,600,66,10,1.9000,0.3162
st5-AttUpd,reviews-v1,600,67,10,1.9000,0.3162
st5-AttUpd,reviews-v1,600,68,10,1.9000,0.3162
st5-AttUpd,reviews-v1,600,69,10,1.9000,0.3162
st5-AttUpd,reviews-v1,600,70,10,1.9000,0.3162
st5-AttUpd,reviews-v1,600,71,10,1.9000,0.3162
st5-AttUpd,reviews-v1,600,72,10,1.9000,0.3162
st5-AttUpd,reviews-v1,600,73,10,1.9000,0.3162
st5-AttUpd,reviews-v1,600,74,10,1.9000,0.3162
st5-AttUpd,reviews-v1,600,75,10,1.9000,0.3162
st5-AttUpd,reviews-v1,600,76,10,1.9000,0.3162
st5-AttUpd,reviews-v1,600,77,10,1.9000,0.3162
st5-AttUpd,reviews-v1,600,78,10,1.9000,0.3162
st5-AttUpd,reviews-v1,600,79,10,1.9000,0.3162
st5-AttUpd,reviews-v1,600,80,10,1.9000,0.3162
st5-AttUpd,reviews-v1,600,81,10,1.9000,0.3162
st5-AttUpd,reviews-v1,600,82,10,1.9000,0.3162
