strategy,service,rps,second,n_runs,mean_pods,stddev_pods
st5-AttUpd,details-v1,900,51,10,1.0000,0.0000
st5-AttUpd,details-v1,900,52,10,1.0000,0.0000
st5-AttUpd,details-v1,900,53,10,1.0000,0.0000
st5-AttUpd,details-v1,900,54,10,1.0000,0.0000
st5-AttUpd,details-v1,900,55,10,1.0000,0.0000
st5-AttUpd,details-v1,900,56,10,1.0000,0.0000
st5-AttUpd,details-v1,900,57,10,1.0000,0.0000
st5-AttUpd,details-v1,900,58,10,1.0000,0.0000
st5-AttUpd,details-v1,900,59,10,1.0000,0.0000
st5-AttUpd,details-v1,900,60,10,1.1000,0.3162
st5-AttUpd,details-v1,900,61,10,1.1000,0.3162
st5-AttUpd,details-v1,900,62,10,1.1000,0.3162
st5-AttUpd,details-v1,900,63,10,1.1000,0.3162
st5-AttUpd,details-v1,900,64,10,1.1000,0.3162
st5-AttUpd,details-v1,900,65,10,1.1000,0.3162
st5-AttUpd,details-v1,900,66,10,1.1000,0.3162
st5-AttUpd,details-v1,900,67,10,1.1000,0.3162
st5-AttUpd,details-v1,900,68,10,1.1000,0.3162
st5-AttUpd,details-v1,900,69,10,1.1000,0.3162
st5-AttUpd,details-v1,900,70,10,1.1000,0.3162
st5-AttUpd,details-v1,900,71,10,1.1000,0.3162
st5-AttUpd,details-v1,900,72,10,1.1000,0.3162
st5-AttUpd,details-v1,900,73,10,1.1000,0.3162
st5-AttUpd,details-v1,900,74,10,1.1000,0.3162
st5-AttUpd,details-v1,900,75,10,1.3000,0.4830
st5-AttUpd,details-v1,900,76,10,1.5000,0.5270
st5-AttUpd,details-v1,900,77,10,1.5000,0.5270
st5-AttUpd,details-v1,900,78,10,1.5000,0.5270
st5-AttUpd,details-v1,900,79,10,1.5000,0.5270
st5-AttUpd,details-v1,900,80,10,1.5000,0.5270
st5-AttUpd,details-v1,900,81,10,1.5000,0.5270
st5-AttUpd,details-v1,900,82,10,1.5000,0.5270
st5-AttUpd,details-v1,900,83,10,1.5000,0.5270
st5-AttUpd,details-v1,900,84,10,1.5000,0.5270
st5-AttUpd,details-v1,900,85,10,1.5000,0.5270
st5-AttUpd,details-v1,900,86,10,1.5000,0.5270
st5-AttUpd,details-v1,900,87,10,1.5000,0.5270
st5-AttUpd,details-v1,900,88,10,1.5000,0.5270
st5-AttUpd,details-v1,900,89,10,1.5000,0.5270
st5-AttUpd,details-v1,900,90,10,1.7000,0.4830
st5-AttUpd,details-v1,900,91,10,1.9000,0.3162
st5-AttUpd,details-v1,900,92,10,1.9000,0.3162
st5-AttUpd,details-v1,900,93,10,1.9000,0.3162
st5-AttUpd,details-v1,900,94,10,1.9000,0.3162
st5-AttUpd,details-v1,900,95,10,1.9000,0.3162
st5-AttUpd,details-v1,900,96,10,1.9000,0.3162
st5-AttUpd,details-v1,900,97,10,1.9000,0.3162
st5-AttUpd,details-v1,900,98,10,1.9000,0.3162
st5-AttUpd,details-v1,900,99,10,1.9000,0.3162
st5-AttUpd,details-v1,900,100,10,1.9000,0.3162
st5-AttUpd,details-v1,900,101,10,1.9000,0.3162
st5-AttUpd,details-v1,900,102,10,1.9000,0.3162
st5-AttUpd,details-v1,900,103,10,1.9000,0.3162
st5-AttUpd,details-v1,900,104,10,2.0000,0.0000
st5-AttUpd,details-v1,900,105,10,2.0000,0.0000
st5-AttUpd,details-v1,900,106,10,2.0000,0.0000
st5-AttUpd,details-v1,900,107,10,2.1000,0.3162
st5-AttUpd,details-v1,900,108,10,2.1000,0.3162
st5-AttUpd,details-v1,900,109,10,2.1000,0.3162
st5-AttUpd,details-v1,900,110,10,2.1000,0.3162
st5-AttUpd,details-v1,900,111,10,2.1000,0.3162
st5-AttUpd,details-v1,900,112,10,2.1000,0.3162
st5-AttUpd,details-v1,900,113,10,2.1000,0.3162
st5-AttUpd,details-v1,900,114,10,2.1000,0.3162
st5-AttUpd,details-v1,900,115,10,2.1000,0.3162
st5-AttUpd,details-v1,900,116,10,2.1000,0.3162
st5-AttUpd,details-v1,900,117,10,2.1000,0.3162
st5-AttUpd,details-v1,900,118,10,2.1000,0.3162
st5-AttUpd,details-v1,900,119,10,2.1000,0.3162
st5-AttUpd,productpage-v1,900,0,10,1.0000,0.0000
st5-AttUpd,productpage-v1,900,1,10,1.0000,0.0000
st5-AttUpd,productpage-v1,900,2,10,1.0000,0.0000
st5-AttUpd,productpage-v1,900,3,10,1.0000,0.0000
st5-AttUpd,productpage-v1,900,4,10,1.0000,0.0000
st5-AttUpd,productpage-v1,900,5,10,1.0000,0.0000
st5-AttUpd,productpage-v1,900,6,10,1.0000,0.0000
st5-AttUpd,productpage-v1,900,7,10,1.0000,0.0000
st5-AttUpd,productpage-v1,900,8,10,1.0000,0.0000
st5-AttUpd,productpage-v1,900,9,10,1.0000,0.0000
st5-AttUpd,productpage-v1,900,10,10,1.0000,0.0000
st5-AttUpd,productpage-v1,900,11,10,1.0000,0.0000
st5-AttUpd,productpage-v1,900,12,10,1.0000,0.0000
st5-AttUpd,productpage-v1,900,13,10,1.0000,0.0000
st5-AttUpd,productpage-v1,900,14,10,1.0000,0.0000
st5-AttUpd,productpage-v1,900,15,10,1.0000,0.0000
st5-AttUpd,productpage-v1,900,16,10,1.0000,0.0000
st5-AttUpd,productpage-v1,900,17,10,1.0000,0.0000
st5-AttUpd,productpage-v1,900,18,10,1.0000,0.0000
st5-AttUpd,productpage-v1,900,19,10,1.0000,0.0000
st5-AttUpd,productpage-v1,900,20,10,1.0000,0.0000
st5-AttUpd,productpage-v1,900,21,10,1.0000,0.0000
st5-AttUpd,productpage-v1,900,22,10,1.0000,0.0000
st5-AttUpd,productpage-v1,900,23,10,1.0000,0.0000
st5-AttUpd,productpage-v1,900,24,10,1.0000,0.0000
st5-AttUpd,productpage-v1,900,25,10,1.0000,0.0000
st5-AttUpd,productpage-v1,900,26,10,1.0000,0.0000
st5-AttUpd,productpage-v1,900,27,10,1.0000,0.0000
st5-AttUpd,productpage-v1,900,28,10,1.0000,0.0000
st5-AttUpd,productpage-v1,900,29,10,1.2000,0.4216
st5-AttUpd,productpage-v1,900,30,10,1.5000,0.5270
st5-AttUpd,productpage-v1,900,31,10,2.2000,0.7888
st5-AttUpd,productpage-v1,900,32,10,2.4000,0.8433
st5-AttUpd,productpage-v1,900,33,10,2.4000,0.8433
st5-AttUpd,productpage-v1,900,34,10,2.4000,0.8433
st5-AttUpd,productpage-v1,900,35,10,2.4000,0.8433
st5-AttUpd,productpage-v1,900,36,10,2.4000,0.8433
st5-AttUpd,productpage-v1,900,37,10,2.4000,0.8433
st5-AttUpd,productpage-v1,900,38,10,2.4000,0.8433
st5-AttUpd,productpage-v1,900,39,10,2.4000,0.8433
st5-AttUpd,productpage-v1,900,40,10,2.4000,0.8433
st5-AttUpd,productpage-v1,900,41,10,2.4000,0.8433
st5-AttUpd,productpage-v1,900,42,10,2.4000,0.8433
st5-AttUpd,productpage-v1,900,43,10,2.4000,0.8433
st5-AttUpd,productpage-v1,900,44,10,2.4000,0.8433
st5-AttUpd,productpage-v1,900,45,10,2.6000,0.8433
st5-AttUpd,productpage-v1,900,46,10,2.9000,0.3162
st5-AttUpd,productpage-v1,900,47,10,3.0000,0.0000
st5-AttUpd,productpage-v1,900,48,10,3.0000,0.0000
st5-AttUpd,productpage-v1,900,49,10,3.0000,0.0000
st5-AttUpd,productpage-v1,900,50,10,3.0000,0.0000
st5-AttUpd,productpage-v1,900,51,10,3.0000,0.0000
st5-AttUpd,productpage-v1,900,52,10,3.0000,0.0000
st5-AttUpd,productpage-v1,900,53,10,3.0000,0.0000
st5-AttUpd,productpage-v1,900,54,10,3.0000,0.0000
st5-AttUpd,productpage-v1,900,55,10,3.0000,0.0000
st5-AttUpd,productpage-v1,900,56,10,3.0000,0.0000
st5-AttUpd,productpage-v1,900,57,10,3.0000,0.0000
st5-AttUpd,productpage-v1,900,58,10,3.0000,0.0000
st5-AttUpd,productpage-v1,900,59,10,3.0000,0.0000
st5-AttUpd,productpage-v1,900,60,10,3.3000,0.6749
st5-AttUpd,productpage-v1,900,61,10,3.6000,0.9661
st5-AttUpd,productpage-v1,900,62,10,3.6000,0.9661
st5-AttUpd,productpage-v1,900,63,10,3.6000,0.9661
st5-AttUpd,productpage-v1,900,64,10,3.6000,0.9661
st5-AttUpd,productpage-v1,900,65,10,3.6000,0.9661
st5-AttUpd,productpage-v1,900,66,10,3.6000,0.9661
st5-AttUpd,productpage-v1,900,67,10,3.6000,0.9661
st5-AttUpd,productpage-v1,900,68,10,3.6000,0.9661
st5-AttUpd,productpage-v1,900,69,10,3.6000,0.9661
st5-AttUpd,productpage-v1,900,70,10,3.6000,0.9661
st5-AttUpd,productpage-v1,900,71,10,3.6000,0.9661
st5-AttUpd,productpage-v1,900,72,10,3.6000,0.9661
st5-AttUpd,productpage-v1,900,73,10,3.6000,0.9661
st5-AttUpd,productpage-v1,900,74,10,3.7000,0.9487
st5-AttUpd,productpage-v1,900,75,10,3.9000,0.8756
st5-AttUpd,productpage-v1,900,76,10,4.8000,1.1353
st5-AttUpd,productpage-v1,900,77,10,5.0000,1.3333
st5-AttUpd,productpage-v1,900,78,10,5.0000,1.3333
st5-AttUpd,productpage-v1,900,79,10,5.0000,1.3333
st5-AttUpd,productpage-v1,900,80,10,5.0000,1.3333
st5-AttUpd,productpage-v1,900,81,10,5.0000,1.3333
st5-AttUpd,productpage-v1,900,82,10,5.0000,1.3333
st5-AttUpd,productpage-v1,900,83,10,5.0000,1.3333
st5-AttUpd,productpage-v1,900,84,10,5.0000,1.3333
st5-AttUpd,productpage-v1,900,85,10,5.0000,1.3333
st5-AttUpd,productpage-v1,900,86,10,5.0000,1.3333
st5-AttUpd,productpage-v1,900,87,10,5.0000,1.3333
st5-AttUpd,productpage-v1,900,88,10,5.0000,1.3333
st5-AttUpd,productpage-v1,900,89,10,5.0000,1.3333
st5-AttUpd,productpage-v1,900,90,10,5.7000,1.4181
st5-AttUpd,productpage-v1,900,91,10,6.6000,0.9661
st5-AttUpd,productpage-v1,900,92,10,6.7000,0.9487
st5-AttUpd,productpage-v1,900,93,10,6.7000,0.9487
st5-AttUpd,productpage-v1,900,94,10,6.7000,0.9487
st5-AttUpd,productpage-v1,900,95,10,6.7000,0.9487
st5-AttUpd,productpage-v1,900,96,10,6.7000,0.9487
st5-AttUpd,productpage-v1,900,97,10,6.7000,0.9487
st5-AttUpd,productpage-v1,900,98,10,6.7000,0.9487
st5-AttUpd,productpage-v1,900,99,10,6.7000,0.9487
st5-AttUpd,productpage-v1,900,100,10,6.7000,0.9487
st5-AttUpd,productpage-v1,900,101,10,6.7000,0.9487
st5-AttUpd,productpage-v1,900,102,10,6.7000,0.9487
st5-AttUpd,productpage-v1,900,103,10,6.7000,0.9487
st5-AttUpd,productpage-v1,900,104,10,6.7000,0.9487
st5-AttUpd,productpage-v1,900,105,10,7.1000,1.1005
st5-AttUpd,productpage-v1,900,106,10,7.8000,1.2293
st5-AttUpd,productpage-v1,900,107,10,8.0000,1.1547
st5-AttUpd,productpage-v1,900,108,10,8.0000,1.1547
st5-AttUpd,productpage-v1,900,109,10,8.0000,1.1547
st5-AttUpd,productpage-v1,900,110,10,8.0000,1.1547
st5-AttUpd,productpage-v1,900,111,10,8.0000,1.1547
st5-AttUpd,productpage-v1,900,112,10,8.0000,1.1547
st5-AttUpd,productpage-v1,900,113,10,8.0000,1.1547
st5-AttUpd,productpage-v1,900,114,10,8.0000,1.1547
st5-AttUpd,productpage-v1,900,115,10,8.0000,1.1547
st5-AttUpd,productpage-v1,900,116,10,8.0000,1.1547
st5-AttUpd,productpage-v1,900,117,10,8.0000,1.1547
st5-AttUpd,productpage-v1,900,118,10,8.0000,1.1547
st5-AttUpd,productpage-v1,900,119,10,8.0000,1.1547
st5-AttUpd,ratings-v1,900,0,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,1,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,2,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,3,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,4,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,5,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,6,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,7,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,8,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,9,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,10,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,11,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,12,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,13,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,14,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,15,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,16,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,17,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,18,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,19,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,20,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,21,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,22,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,23,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,24,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,25,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,26,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,27,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,28,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,29,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,30,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,31,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,32,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,33,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,34,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,35,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,36,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,37,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,38,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,39,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,40,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,41,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,42,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,43,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,44,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,45,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,46,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,47,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,48,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,49,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,50,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,51,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,52,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,53,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,54,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,55,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,56,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,57,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,58,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,59,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,60,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,61,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,62,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,63,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,64,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,65,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,66,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,67,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,68,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,69,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,70,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,71,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,72,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,73,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,74,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,75,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,76,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,77,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,78,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,79,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,80,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,81,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,82,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,83,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,84,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,85,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,86,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,87,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,88,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,89,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,90,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,91,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,92,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,93,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,94,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,95,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,96,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,97,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,98,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,99,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,100,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,101,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,102,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,103,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,104,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,105,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,106,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,107,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,108,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,109,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,110,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,111,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,112,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,113,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,114,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,115,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,116,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,117,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,118,10,1.0000,0.0000
st5-AttUpd,ratings-v1,900,119,10,1.0000,0.0000
st5-AttUpd,reviews-v1,900,0,10,1.0000,0.0000
st5-AttUpd,reviews-v1,900,1,10,1.0000,0.0000
st5-AttUpd,reviews-v1,900,2,10,1.0000,0.0000
st5-AttUpd,reviews-v1,900,3,10,1.0000,0.0000
st5-AttUpd,reviews-v1,900,4,10,1.0000,0.0000
st5-AttUpd,reviews-v1,900,5,10,1.0000,0.0000
st5-AttUpd,reviews-v1,900,6,10,1.0000,0.0000
st5-AttUpd,reviews-v1,900,7,10,1.0000,0.0000
st5-AttUpd,reviews-v1,900,8,10,1.0000,0.0000
st5-AttUpd,reviews-v1,900,9,10,1.0000,0.0000
st5-AttUpd,reviews-v1,900,10,10,1.0000,0.0000
st5-AttUpd,reviews-v1,900,11,10,1.0000,0.0000
st5-AttUpd,reviews-v1,900,12,10,1.0000,0.0000
st5-AttUpd,reviews-v1,900,13,10,1.0000,0.0000
st5-AttUpd,reviews-v1,900,14,10,1.0000,0.0000
st5-AttUpd,reviews-v1,900,15,10,1.0000,0.0000
st5-AttUpd,reviews-v1,900,16,10,1.0000,0.0000
st5-AttUpd,reviews-v1,900,17,10,1.0000,0.0000
st5-AttUpd,reviews-v1,900,18,10,1.0000,0.0000
st5-AttUpd,reviews-v1,900,19,10,1.0000,0.0000
st5-AttUpd,reviews-v1,900,20,10,1.0000,0.0000
st5-AttUpd,reviews-v1,900,21,10,1.0000,0.0000
st5-AttUpd,reviews-v1,900,22,10,1.0000,0.0000
st5-AttUpd,reviews-v1,900,23,10,1.0000,0.0000
st5-AttUpd,reviews-v1,900,24,10,1.0000,0.0000
st5-AttUpd,reviews-v1,900,25,10,1.0000,0.0000
st5-AttUpd,reviews-v1,900,26,10,1.0000,0.0000
st5-AttUpd,reviews-v1,900,27,10,1.0000,0.0000
st5-AttUpd,reviews-v1,900,28,10,1.0000,0.0000
st5-AttUpd,reviews-v1,900,29,10,1.0000,0.0000
st5-AttUpd,reviews-v1,900,30,10,1.2000,0.4216
st5-AttUpd,reviews-v1,900,31,10,1.4000,0.5164
st5-AttUpd,reviews-v1,900,32,10,1.4000,0.5164
st5-AttUpd,reviews-v1,900,33,10,1.4000,0.5164
st5-AttUpd,reviews-v1,900,34,10,1.4000,0.5164
st5-AttUpd,reviews-v1,900,35,10,1.4000,0.5164
st5-AttUpd,reviews-v1,900,36,10,1.4000,0.5164
st5-AttUpd,reviews-v1,900,37,10,1.4000,0.5164
st5-AttUpd,reviews-v1,900,38,10,1.4000,0.5164
st5-AttUpd,reviews-v1,900,39,10,1.4000,0.5164
st5-AttUpd,reviews-v1,900,40,10,1.4000,0.5164
st5-AttUpd,reviews-v1,900,41,10,1.4000,0.5164
st5-AttUpd,reviews-v1,900,42,10,1.4000,0.5164
st5-AttUpd,reviews-v1,900,43,10,1.4000,0.5164
st5-AttUpd,reviews-v1,900,44,10,1.4000,0.5164
st5-AttUpd,reviews-v1,900,45,10,1.4000,0.5164
st5-AttUpd,reviews-v1,900,46,10,1.4000,0.5164
st5-AttUpd,reviews-v1,900,47,10,1.4000,0.5164
st5-AttUpd,reviews-v1,900,48,10,1.4000,0.5164
st5-AttUpd,reviews-v1,900,49,10,1.4000,0.5164
st5-AttUpd,reviews-v1,900,50,10,1.4000,0.5164
st5-AttUpd,reviews-v1,900,51,10,1.4000,0.5164
st5-AttUpd,reviews-v1,900,52,10,1.4000,0.5164
st5-AttUpd,reviews-v1,900,53,10,1.4000,0.5164
st5-AttUpd,reviews-v1,900,54,10,1.4000,0.5164
st5-AttUpd,reviews-v1,900,55,10,1.4000,0.5164
st5-AttUpd,reviews-v1,900,56,10,1.4000,0.5164
st5-AttUpd,reviews-v1,900,57,10,1.4000,0.5164
st5-AttUpd,reviews-v1,900,58,10,1.4000,0.5164
st5-AttUpd,reviews-v1,900,59,10,1.4000,0.5164
st5-AttUpd,reviews-v1,900,60,10,1.4000,0.5164
st5-AttUpd,reviews-v1,900,61,10,1.4000,0.5164
st5-AttUpd,reviews-v1,900,62,10,1.4000,0.5164
st5-AttUpd,reviews-v1,900,63,10,1.4000,0.5164
st5-AttUpd,reviews-v1,900,64,10,1.4000,0.5164
st5-AttUpd,reviews-v1,900,65,10,1.4000,0.5164
st5-AttUpd,reviews-v1,900,66,10,1.4000,0.5164
st5-AttUpd,reviews-v1,900,67,10,1.4000,0.5164
st5-AttUpd,reviews-v1,900,68,10,1.4000,0.5164
st5-AttUpd,reviews-v1,900,69,10,1.4000,0.5164
st5-AttUpd,reviews-v1,900,70,10,1.4000,0.5164
st5-AttUpd,reviews-v1,900,71,10,1.4000,0.5164
st5-AttUpd,reviews-v1,900,72,10,1.4000,0.5164
st5-AttUpd,reviews-v1,900,73,10,1.4000,0.5164
st5-AttUpd,reviews-v1,900,74,10,1.4000,0.5164
st5-AttUpd,reviews-v1,900,75,10,1.4000,0.5164
st5-AttUpd,reviews-v1,900,76,10,1.4000,0.5164
st5-AttUpd,reviews-v1,900,77,10,1.4000,0.5164
st5-AttUpd,reviews-v1,900,78,10,1.4000,0.5164
st5-AttUpd,reviews-v1,900,79,10,1.4000,0.5164
st5-AttUpd,reviews-v1,900,80,10,1.4000,0.5164
st5-AttUpd,reviews-v1,900,81,10,1.4000,0.5164
st5-AttUpd,reviews-v1,900,82,10,1.4000,0.5164
