strategy,service,rps,second,n_runs,mean_pending_pods,stddev_pending_pods
st5-AttUpd,productpage-v1,400,75,10,1.0000,0.9428
st5-AttUpd,productpage-v1,400,76,9,0.7778,0.8333
st5-AttUpd,productpage-v1,400,77,10,0.0000,0.0000
st5-AttUpd,productpage-v1,400,78,10,0.0000,0.0000
st5-AttUpd,productpage-v1,400,79,10,0.0000,0.0000
st5-AttUpd,productpage-v1,400,80,10,0.0000,0.0000
st5-AttUpd,productpage-v1,400,81,10,0.0000,0.0000
st5-AttUpd,productpage-v1,400,82,10,0.0000,0.0000
st5-AttUpd,productpage-v1,400,83,10,0.0000,0.0000
st5-AttUpd,productpage-v1,400,84,10,0.0000,0.0000
st5-AttUpd,productpage-v1,400,85,10,0.0000,0.0000
st5-AttUpd,productpage-v1,400,86,10,0.6000,0.9661
st5-AttUpd,productpage-v1,400,87,9,1.5556,0.8819
st5-AttUpd,productpage-v1,400,88,10,1.6000,0.8433
st5-AttUpd,productpage-v1,400,89,10,1.6000,0.8433
st5-AttUpd,productpage-v1,400,90,10,1.4000,0.8433
st5-AttUpd,productpage-v1,400,91,10,0.7000,0.9487
st5-AttUpd,productpage-v1,400,92,10,0.0000,0.0000
st5-AttUpd,productpage-v1,400,93,10,0.0000,0.0000
st5-AttUpd,productpage-v1,400,94,10,0.0000,0.0000
st5-AttUpd,productpage-v1,400,95,10,0.0000,0.0000
st5-AttUpd,productpage-v1,400,96,10,0.0000,0.0000
st5-AttUpd,productpage-v1,400,97,10,0.0000,0.0000
st5-AttUpd,productpage-v1,400,98,10,0.0000,0.0000
st5-AttUpd,productpage-v1,400,99,10,0.0000,0.0000
st5-AttUpd,productpage-v1,400,100,10,0.0000,0.0000
st5-AttUpd,productpage-v1,400,101,10,0.1000,0.3162
st5-AttUpd,productpage-v1,400,102,10,0.6000,0.9661
st5-AttUpd,productpage-v1,400,103,10,0.6000,0.9661
st5-AttUpd,productpage-v1,400,104,10,0.6000,0.9661
st5-AttUpd,productpage-v1,400,105,10,0.5000,0.8498
st5-AttUpd,productpage-v1,400,106,10,0.3000,0.6749
st5-AttUpd,productpage-v1,400,107,10,0.1000,0.3162
st5-AttUpd,productpage-v1,400,108,10,0.0000,0.0000
st5-AttUpd,productpage-v1,400,109,10,0.0000,0.0000
st5-AttUpd,productpage-v1,400,110,10,0.0000,0.0000
st5-AttUpd,productpage-v1,400,111,10,0.0000,0.0000
st5-AttUpd,productpage-v1,400,112,10,0.0000,0.0000
st5-AttUpd,productpage-v1,400,113,10,0.0000,0.0000
st5-AttUpd,productpage-v1,400,114,10,0.0000,0.0000
st5-AttUpd,productpage-v1,400,115,10,0.0000,0.0000
st5-AttUpd,productpage-v1,400,116,10,0.0000,0.0000
st5-AttUpd,productpage-v1,400,117,10,0.0000,0.0000
st5-AttUpd,productpage-v1,400,118,10,0.0000,0.0000
st5-AttUpd,productpage-v1,400,119,10,0.0000,0.0000
st5-AttUpd,productpage-v1,400,120,9,0.0000,0.0000
st5-AttUpd,details-v1,400,0,10,0.0000,0.0000
st5-AttUpd,details-v1,400,1,10,0.0000,0.0000
st5-AttUpd,details-v1,400,2,10,0.0000,0.0000
st5-AttUpd,details-v1,400,3,10,0.0000,0.0000
st5-AttUpd,details-v1,400,4,10,0.0000,0.0000
st5-AttUpd,details-v1,400,5,10,0.0000,0.0000
st5-AttUpd,details-v1,400,6,10,0.0000,0.0000
st5-AttUpd,details-v1,400,7,10,0.0000,0.0000
st5-AttUpd,details-v1,400,8,9,0.0000,0.0000
st5-AttUpd,details-v1,400,9,10,0.0000,0.0000
st5-AttUpd,details-v1,400,10,10,0.0000,0.0000
st5-AttUpd,details-v1,400,11,10,0.0000,0.0000
st5-AttUpd,details-v1,400,12,10,0.0000,0.0000
st5-AttUpd,details-v1,400,13,10,0.0000,0.0000
st5-AttUpd,details-v1,400,14,10,0.0000,0.0000
st5-AttUpd,details-v1,400,15,10,0.0000,0.0000
st5-AttUpd,details-v1,400,16,10,0.0000,0.0000
st5-AttUpd,details-v1,400,17,10,0.0000,0.0000
st5-AttUpd,details-v1,400,18,10,0.0000,0.0000
st5-AttUpd,details-v1,400,19,10,0.0000,0.0000
st5-AttUpd,details-v1,400,20,10,0.0000,0.0000
st5-AttUpd,details-v1,400,21,10,0.0000,0.0000
st5-AttUpd,details-v1,400,22,10,0.0000,0.0000
st5-AttUpd,details-v1,400,23,10,0.0000,0.0000
st5-AttUpd,details-v1,400,24,10,0.0000,0.0000
st5-AttUpd,details-v1,400,25,10,0.0000,0.0000
st5-AttUpd,details-v1,400,26,10,0.0000,0.0000
st5-AttUpd,details-v1,400,27,10,0.0000,0.0000
st5-AttUpd,details-v1,400,28,10,0.0000,0.0000
st5-AttUpd,details-v1,400,29,10,0.0000,0.0000
st5-AttUpd,details-v1,400,30,10,0.0000,0.0000
st5-AttUpd,details-v1,400,31,10,0.0000,0.0000
st5-AttUpd,details-v1,400,32,10,0.0000,0.0000
st5-AttUpd,details-v1,400,33,10,0.0000,0.0000
st5-AttUpd,details-v1,400,34,10,0.0000,0.0000
st5-AttUpd,details-v1,400,35,9,0.0000,0.0000
st5-AttUpd,details-v1,400,36,10,0.0000,0.0000
st5-AttUpd,details-v1,400,37,9,0.0000,0.0000
st5-AttUpd,details-v1,400,38,10,0.0000,0.0000
st5-AttUpd,details-v1,400,39,10,0.0000,0.0000
st5-AttUpd,details-v1,400,40,10,0.0000,0.0000
st5-AttUpd,details-v1,400,41,10,0.0000,0.0000
st5-AttUpd,details-v1,400,42,9,0.0000,0.0000
st5-AttUpd,details-v1,400,43,10,0.0000,0.0000
st5-AttUpd,details-v1,400,44,10,0.0000,0.0000
st5-AttUpd,details-v1,400,45,10,0.0000,0.0000
st5-AttUpd,details-v1,400,46,10,0.0000,0.0000
st5-AttUpd,details-v1,400,47,10,0.0000,0.0000
st5-AttUpd,details-v1,400,48,10,0.0000,0.0000
st5-AttUpd,details-v1,400,49,10,0.0000,0.0000
st5-AttUpd,details-v1,400,50,10,0.0000,0.0000
st5-AttUpd,details-v1,400,51,10,0.0000,0.0000
st5-AttUpd,details-v1,400,52,10,0.0000,0.0000
st5-AttUpd,details-v1,400,53,10,0.0000,0.0000
st5-AttUpd,details-v1,400,54,10,0.1000,0.3162
st5-AttUpd,details-v1,400,55,9,0.1111,0.3333
st5-AttUpd,details-v1,400,56,10,0.1000,0.3162
st5-AttUpd,details-v1,400,57,10,0.1000,0.3162
st5-AttUpd,details-v1,400,58,10,0.1000,0.3162
st5-AttUpd,details-v1,400,59,10,0.1000,0.3162
st5-AttUpd,details-v1,400,60,10,0.0000,0.0000
st5-AttUpd,details-v1,400,61,10,0.0000,0.0000
st5-AttUpd,details-v1,400,62,10,0.0000,0.0000
st5-AttUpd,details-v1,400,63,10,0.0000,0.0000
st5-AttUpd,details-v1,400,64,10,0.0000,0.0000
st5-AttUpd,details-v1,400,65,10,0.0000,0.0000
st5-AttUpd,details-v1,400,66,10,0.0000,0.0000
st5-AttUpd,details-v1,400,67,10,0.0000,0.0000
st5-AttUpd,details-v1,400,68,10,0.0000,0.0000
st5-AttUpd,details-v1,400,69,10,0.0000,0.0000
st5-AttUpd,details-v1,400,70,10,0.0000,0.0000
st5-AttUpd,details-v1,400,71,10,0.3000,0.4830
st5-AttUpd,details-v1,400,72,10,0.4000,0.5164
st5-AttUpd,details-v1,400,73,9,0.3333,0.5000
st5-AttUpd,details-v1,400,74,9,0.3333,0.5000
st5-AttUpd,details-v1,400,75,10,0.4000,0.5164
st5-AttUpd,details-v1,400,76,9,0.2222,0.4410
st5-AttUpd,details-v1,400,77,10,0.0000,0.0000
st5-AttUpd,details-v1,400,78,10,0.0000,0.0000
st5-AttUpd,details-v1,400,79,10,0.0000,0.0000
st5-AttUpd,details-v1,400,80,10,0.0000,0.0000
st5-AttUpd,details-v1,400,81,10,0.0000,0.0000
st5-AttUpd,details-v1,400,82,10,0.0000,0.0000
st5-AttUpd,details-v1,400,83,10,0.0000,0.0000
st5-AttUpd,details-v1,400,84,10,0.0000,0.0000
st5-AttUpd,details-v1,400,85,10,0.0000,0.0000
st5-AttUpd,details-v1,400,86,10,0.1000,0.3162
st5-AttUpd,details-v1,400,87,9,0.3333,0.5000
st5-AttUpd,details-v1,400,88,10,0.3000,0.4830
st5-AttUpd,details-v1,400,89,10,0.3000,0.4830
st5-AttUpd,details-v1,400,90,10,0.2000,0.4216
st5-AttUpd,details-v1,400,91,10,0.0000,0.0000
st5-AttUpd,details-v1,400,92,10,0.0000,0.0000
st5-AttUpd,details-v1,400,93,10,0.0000,0.0000
st5-AttUpd,details-v1,400,94,10,0.0000,0.0000
st5-AttUpd,details-v1,400,95,10,0.0000,0.0000
st5-AttUpd,details-v1,400,96,10,0.0000,0.0000
st5-AttUpd,details-v1,400,97,10,0.0000,0.0000
st5-AttUpd,details-v1,400,98,10,0.0000,0.0000
st5-AttUpd,details-v1,400,99,10,0.0000,0.0000
st5-AttUpd,details-v1,400,100,10,0.0000,0.0000
st5-AttUpd,details-v1,400,101,10,0.1000,0.3162
st5-AttUpd,details-v1,400,102,10,0.1000,0.3162
st5-AttUpd,details-v1,400,103,10,0.1000,0.3162
st5-AttUpd,details-v1,400,104,10,0.1000,0.3162
st5-AttUpd,details-v1,400,105,10,0.1000,0.3162
st5-AttUpd,details-v1,400,106,10,0.0000,0.0000
st5-AttUpd,details-v1,400,107,10,0.0000,0.0000
st5-AttUpd,details-v1,400,108,10,0.0000,0.0000
st5-AttUpd,details-v1,400,109,10,0.0000,0.0000
st5-AttUpd,details-v1,400,110,10,0.0000,0.0000
st5-AttUpd,details-v1,400,111,10,0.0000,0.0000
st5-AttUpd,details-v1,400,112,10,0.0000,0.0000
st5-AttUpd,details-v1,400,113,10,0.0000,0.0000
st5-AttUpd,details-v1,400,114,10,0.0000,0.0000
st5-AttUpd,details-v1,400,115,10,0.0000,0.0000
st5-AttUpd,details-v1,400,116,10,0.0000,0.0000
st5-AttUpd,details-v1,400,117,10,0.0000,0.0000
st5-AttUpd,details-v1,400,118,10,0.0000,0.0000
st5-AttUpd,details-v1,400,119,10,0.0000,0.0000
st5-AttUpd,details-v1,400,120,9,0.0000,0.0000
st5-AttUpd,ratings-v1,400,0,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,1,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,2,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,3,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,4,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,5,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,6,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,7,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,8,9,0.0000,0.0000
st5-AttUpd,ratings-v1,400,9,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,10,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,11,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,12,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,13,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,14,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,15,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,16,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,17,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,18,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,19,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,20,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,21,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,22,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,23,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,24,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,25,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,26,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,27,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,28,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,29,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,30,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,31,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,32,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,33,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,34,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,35,9,0.0000,0.0000
st5-AttUpd,ratings-v1,400,36,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,37,9,0.0000,0.0000
st5-AttUpd,ratings-v1,400,38,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,39,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,40,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,41,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,42,9,0.0000,0.0000
st5-AttUpd,ratings-v1,400,43,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,44,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,45,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,46,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,47,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,48,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,49,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,50,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,51,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,52,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,53,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,54,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,55,9,0.0000,0.0000
st5-AttUpd,ratings-v1,400,56,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,57,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,58,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,59,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,60,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,61,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,62,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,63,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,64,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,65,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,66,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,67,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,68,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,69,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,70,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,71,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,72,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,73,9,0.0000,0.0000
st5-AttUpd,ratings-v1,400,74,9,0.0000,0.0000
st5-AttUpd,ratings-v1,400,75,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,76,9,0.0000,0.0000
st5-AttUpd,ratings-v1,400,77,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,78,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,79,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,80,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,81,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,82,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,83,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,84,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,85,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,86,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,87,9,0.0000,0.0000
st5-AttUpd,ratings-v1,400,88,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,89,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,90,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,91,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,92,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,93,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,94,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,95,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,96,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,97,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,98,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,99,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,100,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,101,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,102,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,103,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,104,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,105,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,106,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,107,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,108,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,109,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,110,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,111,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,112,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,113,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,114,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,115,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,116,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,117,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,118,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,119,10,0.0000,0.0000
st5-AttUpd,ratings-v1,400,120,9,0.0000,0.0000
st5-AttUpd,reviews-v1,400,0,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,1,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,2,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,3,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,4,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,5,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,6,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,7,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,8,9,0.0000,0.0000
st5-AttUpd,reviews-v1,400,9,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,10,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,11,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,12,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,13,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,14,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,15,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,16,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,17,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,18,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,19,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,20,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,21,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,22,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,23,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,24,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,25,10,0.1000,0.3162
st5-AttUpd,reviews-v1,400,26,10,0.3000,0.4830
st5-AttUpd,reviews-v1,400,27,10,0.3000,0.4830
st5-AttUpd,reviews-v1,400,28,10,0.3000,0.4830
st5-AttUpd,reviews-v1,400,29,10,0.2000,0.4216
st5-AttUpd,reviews-v1,400,30,10,0.2000,0.4216
st5-AttUpd,reviews-v1,400,31,10,0.1000,0.3162
st5-AttUpd,reviews-v1,400,32,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,33,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,34,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,35,9,0.0000,0.0000
st5-AttUpd,reviews-v1,400,36,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,37,9,0.0000,0.0000
st5-AttUpd,reviews-v1,400,38,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,39,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,40,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,41,10,0.4000,0.5164
st5-AttUpd,reviews-v1,400,42,9,0.3333,0.5000
st5-AttUpd,reviews-v1,400,43,10,0.4000,0.5164
st5-AttUpd,reviews-v1,400,44,10,0.4000,0.5164
st5-AttUpd,reviews-v1,400,45,10,0.3000,0.4830
st5-AttUpd,reviews-v1,400,46,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,47,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,48,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,49,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,50,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,51,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,52,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,53,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,54,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,55,9,0.0000,0.0000
st5-AttUpd,reviews-v1,400,56,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,57,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,58,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,59,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,60,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,61,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,62,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,63,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,64,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,65,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,66,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,67,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,68,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,69,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,70,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,71,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,72,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,73,9,0.0000,0.0000
st5-AttUpd,reviews-v1,400,74,9,0.0000,0.0000
st5-AttUpd,reviews-v1,400,75,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,76,9,0.0000,0.0000
st5-AttUpd,reviews-v1,400,77,10,0.0000,0.0000
st5-AttUpd,reviews-v1,400,78,10,0.0000,0.0000
