strategy,service,rps,second,n_runs,mean_pods,stddev_pods
st5-AttUpd,details-v1,500,33,10,1.0000,0.0000
st5-AttUpd,details-v1,500,34,10,1.0000,0.0000
st5-AttUpd,details-v1,500,35,10,1.0000,0.0000
st5-AttUpd,details-v1,500,36,10,1.0000,0.0000
st5-AttUpd,details-v1,500,37,10,1.0000,0.0000
st5-AttUpd,details-v1,500,38,10,1.0000,0.0000
st5-AttUpd,details-v1,500,39,10,1.0000,0.0000
st5-AttUpd,details-v1,500,40,10,1.0000,0.0000
st5-AttUpd,details-v1,500,41,10,1.0000,0.0000
st5-AttUpd,details-v1,500,42,10,1.0000,0.0000
st5-AttUpd,details-v1,500,43,10,1.0000,0.0000
st5-AttUpd,details-v1,500,44,10,1.0000,0.0000
st5-AttUpd,details-v1,500,45,10,1.0000,0.0000
st5-AttUpd,details-v1,500,46,10,1.0000,0.0000
st5-AttUpd,details-v1,500,47,10,1.0000,0.0000
st5-AttUpd,details-v1,500,48,10,1.0000,0.0000
st5-AttUpd,details-v1,500,49,10,1.0000,0.0000
st5-AttUpd,details-v1,500,50,10,1.0000,0.0000
st5-AttUpd,details-v1,500,51,10,1.0000,0.0000
st5-AttUpd,details-v1,500,52,10,1.0000,0.0000
st5-AttUpd,details-v1,500,53,10,1.0000,0.0000
st5-AttUpd,details-v1,500,54,10,1.0000,0.0000
st5-AttUpd,details-v1,500,55,10,1.0000,0.0000
st5-AttUpd,details-v1,500,56,10,1.0000,0.0000
st5-AttUpd,details-v1,500,57,10,1.0000,0.0000
st5-AttUpd,details-v1,500,58,10,1.0000,0.0000
st5-AttUpd,details-v1,500,59,10,1.0000,0.0000
st5-AttUpd,details-v1,500,60,10,1.0000,0.0000
st5-AttUpd,details-v1,500,61,10,1.1000,0.3162
st5-AttUpd,details-v1,500,62,10,1.1000,0.3162
st5-AttUpd,details-v1,500,63,10,1.1000,0.3162
st5-AttUpd,details-v1,500,64,10,1.1000,0.3162
st5-AttUpd,details-v1,500,65,10,1.1000,0.3162
st5-AttUpd,details-v1,500,66,10,1.1000,0.3162
st5-AttUpd,details-v1,500,67,10,1.1000,0.3162
st5-AttUpd,details-v1,500,68,10,1.1000,0.3162
st5-AttUpd,details-v1,500,69,10,1.1000,0.3162
st5-AttUpd,details-v1,500,70,10,1.1000,0.3162
st5-AttUpd,details-v1,500,71,10,1.1000,0.3162
st5-AttUpd,details-v1,500,72,10,1.1000,0.3162
st5-AttUpd,details-v1,500,73,10,1.1000,0.3162
st5-AttUpd,details-v1,500,74,10,1.1000,0.3162
st5-AttUpd,details-v1,500,75,10,1.3000,0.4830
st5-AttUpd,details-v1,500,76,10,1.4000,0.5164
st5-AttUpd,details-v1,500,77,10,1.4000,0.5164
st5-AttUpd,details-v1,500,78,10,1.4000,0.5164
st5-AttUpd,details-v1,500,79,10,1.4000,0.5164
st5-AttUpd,details-v1,500,80,10,1.4000,0.5164
st5-AttUpd,details-v1,500,81,10,1.4000,0.5164
st5-AttUpd,details-v1,500,82,10,1.4000,0.5164
st5-AttUpd,details-v1,500,83,10,1.4000,0.5164
st5-AttUpd,details-v1,500,84,10,1.4000,0.5164
st5-AttUpd,details-v1,500,85,10,1.4000,0.5164
st5-AttUpd,details-v1,500,86,10,1.4000,0.5164
st5-AttUpd,details-v1,500,87,10,1.4000,0.5164
st5-AttUpd,details-v1,500,88,10,1.4000,0.5164
st5-AttUpd,details-v1,500,89,10,1.5000,0.5270
st5-AttUpd,details-v1,500,90,10,1.7000,0.4830
st5-AttUpd,details-v1,500,91,10,1.8000,0.4216
st5-AttUpd,details-v1,500,92,10,1.8000,0.4216
st5-AttUpd,details-v1,500,93,10,1.8000,0.4216
st5-AttUpd,details-v1,500,94,10,1.8000,0.4216
st5-AttUpd,details-v1,500,95,10,1.8000,0.4216
st5-AttUpd,details-v1,500,96,10,1.8000,0.4216
st5-AttUpd,details-v1,500,97,10,1.8000,0.4216
st5-AttUpd,details-v1,500,98,10,1.8000,0.4216
st5-AttUpd,details-v1,500,99,10,1.8000,0.4216
st5-AttUpd,details-v1,500,100,10,1.8000,0.4216
st5-AttUpd,details-v1,500,101,10,1.8000,0.4216
st5-AttUpd,details-v1,500,102,10,1.8000,0.4216
st5-AttUpd,details-v1,500,103,10,1.8000,0.4216
st5-AttUpd,details-v1,500,104,10,1.8000,0.4216
st5-AttUpd,details-v1,500,105,10,1.9000,0.3162
st5-AttUpd,details-v1,500,106,10,1.9000,0.3162
st5-AttUpd,details-v1,500,107,10,1.9000,0.3162
st5-AttUpd,details-v1,500,108,10,1.9000,0.3162
st5-AttUpd,details-v1,500,109,10,1.9000,0.3162
st5-AttUpd,details-v1,500,110,10,1.9000,0.3162
st5-AttUpd,details-v1,500,111,10,1.9000,0.3162
st5-AttUpd,details-v1,500,112,10,1.9000,0.3162
st5-AttUpd,details-v1,500,113,10,1.9000,0.3162
st5-AttUpd,details-v1,500,114,10,1.9000,0.3162
st5-AttUpd,details-v1,500,115,10,1.9000,0.3162
st5-AttUpd,details-v1,500,116,10,1.9000,0.3162
st5-AttUpd,details-v1,500,117,10,1.9000,0.3162
st5-AttUpd,details-v1,500,118,10,1.9000,0.3162
st5-AttUpd,details-v1,500,119,10,2.0000,0.0000
st5-AttUpd,productpage-v1,500,0,10,1.0000,0.0000
st5-AttUpd,productpage-v1,500,1,10,1.0000,0.0000
st5-AttUpd,productpage-v1,500,2,10,1.0000,0.0000
st5-AttUpd,productpage-v1,500,3,10,1.0000,0.0000
st5-AttUpd,productpage-v1,500,4,10,1.0000,0.0000
st5-AttUpd,productpage-v1,500,5,10,1.0000,0.0000
st5-AttUpd,productpage-v1,500,6,10,1.0000,0.0000
st5-AttUpd,productpage-v1,500,7,10,1.0000,0.0000
st5-AttUpd,productpage-v1,500,8,10,1.0000,0.0000
st5-AttUpd,productpage-v1,500,9,10,1.0000,0.0000
st5-AttUpd,productpage-v1,500,10,10,1.0000,0.0000
st5-AttUpd,productpage-v1,500,11,10,1.0000,0.0000
st5-AttUpd,productpage-v1,500,12,10,1.0000,0.0000
st5-AttUpd,productpage-v1,500,13,10,1.0000,0.0000
st5-AttUpd,productpage-v1,500,14,10,1.0000,0.0000
st5-AttUpd,productpage-v1,500,15,10,1.0000,0.0000
st5-AttUpd,productpage-v1,500,16,10,1.0000,0.0000
st5-AttUpd,productpage-v1,500,17,10,1.0000,0.0000
st5-AttUpd,productpage-v1,500,18,10,1.0000,0.0000
st5-AttUpd,productpage-v1,500,19,10,1.0000,0.0000
st5-AttUpd,productpage-v1,500,20,10,1.0000,0.0000
st5-AttUpd,productpage-v1,500,21,10,1.0000,0.0000
st5-AttUpd,productpage-v1,500,22,10,1.0000,0.0000
st5-AttUpd,productpage-v1,500,23,10,1.0000,0.0000
st5-AttUpd,productpage-v1,500,24,10,1.0000,0.0000
st5-AttUpd,productpage-v1,500,25,10,1.0000,0.0000
st5-AttUpd,productpage-v1,500,26,10,1.0000,0.0000
st5-AttUpd,productpage-v1,500,27,10,1.0000,0.0000
st5-AttUpd,productpage-v1,500,28,10,1.0000,0.0000
st5-AttUpd,productpage-v1,500,29,10,1.2000,0.6325
st5-AttUpd,productpage-v1,500,30,10,1.6000,0.8433
st5-AttUpd,productpage-v1,500,31,10,2.0000,0.9428
st5-AttUpd,productpage-v1,500,32,10,2.0000,0.9428
st5-AttUpd,productpage-v1,500,33,10,2.0000,0.9428
st5-AttUpd,productpage-v1,500,34,10,2.0000,0.9428
st5-AttUpd,productpage-v1,500,35,10,2.0000,0.9428
st5-AttUpd,productpage-v1,500,36,10,2.0000,0.9428
st5-AttUpd,productpage-v1,500,37,10,2.0000,0.9428
st5-AttUpd,productpage-v1,500,38,10,2.0000,0.9428
st5-AttUpd,productpage-v1,500,39,10,2.0000,0.9428
st5-AttUpd,productpage-v1,500,40,10,2.0000,0.9428
st5-AttUpd,productpage-v1,500,41,10,2.0000,0.9428
st5-AttUpd,productpage-v1,500,42,10,2.0000,0.9428
st5-AttUpd,productpage-v1,500,43,10,2.0000,0.9428
st5-AttUpd,productpage-v1,500,44,10,2.0000,0.9428
st5-AttUpd,productpage-v1,500,45,10,2.9000,0.3162
st5-AttUpd,productpage-v1,500,46,10,2.9000,0.3162
st5-AttUpd,productpage-v1,500,47,10,2.9000,0.3162
st5-AttUpd,productpage-v1,500,48,10,2.9000,0.3162
st5-AttUpd,productpage-v1,500,49,10,2.9000,0.3162
st5-AttUpd,productpage-v1,500,50,10,2.9000,0.3162
st5-AttUpd,productpage-v1,500,51,10,2.9000,0.3162
st5-AttUpd,productpage-v1,500,52,10,2.9000,0.3162
st5-AttUpd,productpage-v1,500,53,10,2.9000,0.3162
st5-AttUpd,productpage-v1,500,54,10,2.9000,0.3162
st5-AttUpd,productpage-v1,500,55,10,2.9000,0.3162
st5-AttUpd,productpage-v1,500,56,10,2.9000,0.3162
st5-AttUpd,productpage-v1,500,57,10,2.9000,0.3162
st5-AttUpd,productpage-v1,500,58,10,3.0000,0.0000
st5-AttUpd,productpage-v1,500,59,10,3.0000,0.0000
st5-AttUpd,productpage-v1,500,60,10,3.2000,0.6325
st5-AttUpd,productpage-v1,500,61,10,3.2000,0.6325
st5-AttUpd,productpage-v1,500,62,10,3.2000,0.6325
st5-AttUpd,productpage-v1,500,63,10,3.2000,0.6325
st5-AttUpd,productpage-v1,500,64,10,3.2000,0.6325
st5-AttUpd,productpage-v1,500,65,10,3.2000,0.6325
st5-AttUpd,productpage-v1,500,66,10,3.2000,0.6325
st5-AttUpd,productpage-v1,500,67,10,3.2000,0.6325
st5-AttUpd,productpage-v1,500,68,10,3.2000,0.6325
st5-AttUpd,productpage-v1,500,69,10,3.2000,0.6325
st5-AttUpd,productpage-v1,500,70,10,3.2000,0.6325
st5-AttUpd,productpage-v1,500,71,10,3.2000,0.6325
st5-AttUpd,productpage-v1,500,72,10,3.2000,0.6325
st5-AttUpd,productpage-v1,500,73,10,3.2000,0.6325
st5-AttUpd,productpage-v1,500,74,10,3.3000,0.9487
st5-AttUpd,productpage-v1,500,75,10,3.9000,1.2867
st5-AttUpd,productpage-v1,500,76,10,4.4000,1.3499
st5-AttUpd,productpage-v1,500,77,10,4.4000,1.3499
st5-AttUpd,productpage-v1,500,78,10,4.4000,1.3499
st5-AttUpd,productpage-v1,500,79,10,4.4000,1.3499
st5-AttUpd,productpage-v1,500,80,10,4.4000,1.3499
st5-AttUpd,productpage-v1,500,81,10,4.4000,1.3499
st5-AttUpd,productpage-v1,500,82,10,4.4000,1.3499
st5-AttUpd,productpage-v1,500,83,10,4.4000,1.3499
st5-AttUpd,productpage-v1,500,84,10,4.4000,1.3499
st5-AttUpd,productpage-v1,500,85,10,4.4000,1.3499
st5-AttUpd,productpage-v1,500,86,10,4.4000,1.3499
st5-AttUpd,productpage-v1,500,87,10,4.4000,1.3499
st5-AttUpd,productpage-v1,500,88,10,4.4000,1.3499
st5-AttUpd,productpage-v1,500,89,10,4.8000,1.3984
st5-AttUpd,productpage-v1,500,90,10,5.4000,1.5055
st5-AttUpd,productpage-v1,500,91,10,5.8000,1.4757
st5-AttUpd,productpage-v1,500,92,10,6.0000,1.4142
st5-AttUpd,productpage-v1,500,93,10,6.0000,1.4142
st5-AttUpd,productpage-v1,500,94,10,6.0000,1.4142
st5-AttUpd,productpage-v1,500,95,10,6.0000,1.4142
st5-AttUpd,productpage-v1,500,96,10,6.0000,1.4142
st5-AttUpd,productpage-v1,500,97,10,6.0000,1.4142
st5-AttUpd,productpage-v1,500,98,10,6.0000,1.4142
st5-AttUpd,productpage-v1,500,99,10,6.0000,1.4142
st5-AttUpd,productpage-v1,500,100,10,6.0000,1.4142
st5-AttUpd,productpage-v1,500,101,10,6.0000,1.4142
st5-AttUpd,productpage-v1,500,102,10,6.0000,1.4142
st5-AttUpd,productpage-v1,500,103,10,6.0000,1.4142
st5-AttUpd,productpage-v1,500,104,10,6.3000,1.6364
st5-AttUpd,productpage-v1,500,105,10,7.3000,1.4944
st5-AttUpd,productpage-v1,500,106,10,7.5000,1.4337
st5-AttUpd,productpage-v1,500,107,10,7.6000,1.3499
st5-AttUpd,productpage-v1,500,108,10,7.6000,1.3499
st5-AttUpd,productpage-v1,500,109,10,7.6000,1.3499
st5-AttUpd,productpage-v1,500,110,10,7.6000,1.3499
st5-AttUpd,productpage-v1,500,111,10,7.6000,1.3499
st5-AttUpd,productpage-v1,500,112,10,7.6000,1.3499
st5-AttUpd,productpage-v1,500,113,10,7.6000,1.3499
st5-AttUpd,productpage-v1,500,114,10,7.6000,1.3499
st5-AttUpd,productpage-v1,500,115,10,7.6000,1.3499
st5-AttUpd,productpage-v1,500,116,10,7.6000,1.3499
st5-AttUpd,productpage-v1,500,117,10,7.6000,1.3499
st5-AttUpd,productpage-v1,500,118,10,7.6000,1.3499
st5-AttUpd,productpage-v1,500,119,10,7.8000,1.1353
st5-AttUpd,ratings-v1,500,0,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,1,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,2,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,3,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,4,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,5,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,6,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,7,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,8,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,9,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,10,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,11,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,12,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,13,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,14,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,15,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,16,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,17,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,18,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,19,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,20,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,21,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,22,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,23,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,24,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,25,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,26,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,27,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,28,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,29,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,30,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,31,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,32,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,33,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,34,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,35,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,36,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,37,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,38,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,39,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,40,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,41,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,42,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,43,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,44,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,45,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,46,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,47,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,48,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,49,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,50,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,51,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,52,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,53,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,54,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,55,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,56,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,57,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,58,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,59,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,60,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,61,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,62,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,63,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,64,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,65,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,66,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,67,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,68,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,69,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,70,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,71,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,72,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,73,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,74,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,75,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,76,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,77,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,78,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,79,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,80,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,81,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,82,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,83,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,84,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,85,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,86,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,87,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,88,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,89,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,90,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,91,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,92,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,93,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,94,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,95,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,96,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,97,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,98,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,99,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,100,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,101,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,102,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,103,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,104,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,105,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,106,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,107,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,108,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,109,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,110,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,111,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,112,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,113,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,114,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,115,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,116,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,117,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,118,10,1.0000,0.0000
st5-AttUpd,ratings-v1,500,119,10,1.0000,0.0000
st5-AttUpd,reviews-v1,500,0,10,1.0000,0.0000
st5-AttUpd,reviews-v1,500,1,10,1.0000,0.0000
st5-AttUpd,reviews-v1,500,2,10,1.0000,0.0000
st5-AttUpd,reviews-v1,500,3,10,1.0000,0.0000
st5-AttUpd,reviews-v1,500,4,10,1.0000,0.0000
st5-AttUpd,reviews-v1,500,5,10,1.0000,0.0000
st5-AttUpd,reviews-v1,500,6,10,1.0000,0.0000
st5-AttUpd,reviews-v1,500,7,10,1.0000,0.0000
st5-AttUpd,reviews-v1,500,8,10,1.0000,0.0000
st5-AttUpd,reviews-v1,500,9,10,1.0000,0.0000
st5-AttUpd,reviews-v1,500,10,10,1.0000,0.0000
st5-AttUpd,reviews-v1,500,11,10,1.0000,0.0000
st5-AttUpd,reviews-v1,500,12,10,1.0000,0.0000
st5-AttUpd,reviews-v1,500,13,10,1.0000,0.0000
st5-AttUpd,reviews-v1,500,14,10,1.0000,0.0000
st5-AttUpd,reviews-v1,500,15,10,1.0000,0.0000
st5-AttUpd,reviews-v1,500,16,10,1.0000,0.0000
st5-AttUpd,reviews-v1,500,17,10,1.0000,0.0000
st5-AttUpd,reviews-v1,500,18,10,1.0000,0.0000
st5-AttUpd,reviews-v1,500,19,10,1.0000,0.0000
st5-AttUpd,reviews-v1,500,20,10,1.0000,0.0000
st5-AttUpd,reviews-v1,500,21,10,1.0000,0.0000
st5-AttUpd,reviews-v1,500,22,10,1.0000,0.0000
st5-AttUpd,reviews-v1,500,23,10,1.0000,0.0000
st5-AttUpd,reviews-v1,500,24,10,1.0000,0.0000
st5-AttUpd,reviews-v1,500,25,10,1.0000,0.0000
st5-AttUpd,reviews-v1,500,26,10,1.0000,0.0000
st5-AttUpd,reviews-v1,500,27,10,1.0000,0.0000
st5-AttUpd,reviews-v1,500,28,10,1.0000,0.0000
st5-AttUpd,reviews-v1,500,29,10,1.0000,0.0000
st5-AttUpd,reviews-v1,500,30,10,1.1000,0.3162
st5-AttUpd,reviews-v1,500,31,10,1.2000,0.4216
st5-AttUpd,reviews-v1,500,32,10,1.2000,0.4216
st5-AttUpd,reviews-v1,500,33,10,1.2000,0.4216
st5-AttUpd,reviews-v1,500,34,10,1.2000,0.4216
st5-AttUpd,reviews-v1,500,35,10,1.2000,0.4216
st5-AttUpd,reviews-v1,500,36,10,1.2000,0.4216
st5-AttUpd,reviews-v1,500,37,10,1.2000,0.4216
st5-AttUpd,reviews-v1,500,38,10,1.2000,0.4216
st5-AttUpd,reviews-v1,500,39,10,1.2000,0.4216
st5-AttUpd,reviews-v1,500,40,10,1.2000,0.4216
st5-AttUpd,reviews-v1,500,41,10,1.2000,0.4216
st5-AttUpd,reviews-v1,500,42,10,1.2000,0.4216
st5-AttUpd,reviews-v1,500,43,10,1.2000,0.4216
st5-AttUpd,reviews-v1,500,44,10,1.2000,0.4216
st5-AttUpd,reviews-v1,500,45,10,1.2000,0.4216
st5-AttUpd,reviews-v1,500,46,10,1.2000,0.4216
st5-AttUpd,reviews-v1,500,47,10,1.2000,0.4216
st5-AttUpd,reviews-v1,500,48,10,1.2000,0.4216
st5-AttUpd,reviews-v1,500,49,10,1.2000,0.4216
st5-AttUpd,reviews-v1,500,50,10,1.2000,0.4216
st5-AttUpd,reviews-v1,500,51,10,1.2000,0.4216
st5-AttUpd,reviews-v1,500,52,10,1.2000,0.4216
st5-AttUpd,reviews-v1,500,53,10,1.2000,0.4216
st5-AttUpd,reviews-v1,500,54,10,1.2000,0.4216
st5-AttUpd,reviews-v1,500,55,10,1.2000,0.4216
st5-AttUpd,reviews-v1,500,56,10,1.2000,0.4216
st5-AttUpd,reviews-v1,500,57,10,1.2000,0.4216
st5-AttUpd,reviews-v1,500,58,10,1.2000,0.4216
st5-AttUpd,reviews-v1,500,59,10,1.2000,0.4216
st5-AttUpd,reviews-v1,500,60,10,1.2000,0.4216
st5-AttUpd,reviews-v1,500,61,10,1.2000,0.4216
st5-AttUpd,reviews-v1,500,62,10,1.2000,0.4216
st5-AttUpd,reviews-v1,500,63,10,1.2000,0.4216
st5-AttUpd,reviews-v1,500,64,10,1.2000,0.4216
st5-AttUpd,reviews-v1,500,65,10,1.2000,0.4216
st5-AttUpd,reviews-v1,500,66,10,1.2000,0.4216
st5-AttUpd,reviews-v1,500,67,10,1.2000,0.4216
st5-AttUpd,reviews-v1,500,68,10,1.2000,0.4216
st5-AttUpd,reviews-v1,500,69,10,1.2000,0.4216
st5-AttUpd,reviews-v1,500,70,10,1.2000,0.4216
st5-AttUpd,reviews-v1,500,71,10,1.2000,0.4216
st5-AttUpd,reviews-v1,500,72,10,1.2000,0.4216
st5-AttUpd,reviews-v1,500,73,10,1.2000,0.4216
st5-AttUpd,reviews-v1,500,74,10,1.2000,0.4216
st5-AttUpd,reviews-v1,500,75,10,1.2000,0.4216
st5-AttUpd,reviews-v1,500,76,10,1.2000,0.4216
st5-AttUpd,reviews-v1,500,77,10,1.2000,0.4216
st5-AttUpd,reviews-v1,500,78,10,1.2000,0.4216
st5-AttUpd,reviews-v1,500,79,10,1.2000,0.4216
st5-AttUpd,reviews-v1,500,80,10,1.2000,0.4216
st5-AttUpd,reviews-v1,500,81,10,1.2000,0.4216
st5-AttUpd,reviews-v1,500,82,10,1.2000,0.4216
